players,assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage,kd_ratio,damage_per_match,headshots_per_match,kills_per_match,,
1296,2531,1396578,4557,platinum,1353,6789,457,7206,1299900,14.86,180.39,0.63,0.94,,
1297,2527,1255085,4895,diamond,1219,7308,466,6623,1385490,15.68,209.19,0.74,1.10,,
1298,2527,1456474,5249,ascendant,1625,6967,455,7608,1303278,15.31,171.30,0.69,0.92,,
1299,2527,1144336,4182,diamond,1126,5936,370,5946,1145743,16.04,192.69,0.70,1.00,,
1300,2522,1155423,4728,diamond,1086,6737,386,6014,1246143,17.45,207.21,0.79,1.12,,
1301,2512,1284168,3772,diamond,1169,5947,426,6566,1114948,13.96,169.81,0.57,0.91,,
1302,2510,1204123,4767,diamond,1241,6876,402,6298,1320531,17.10,209.67,0.76,1.09,,
1303,2504,1277577,3758,diamond,1281,5910,401,6569,1133050,14.74,172.48,0.57,0.90,,
1304,2500,1493420,3838,platinum,1396,7514,468,7616,1462646,16.06,192.05,0.50,0.99,,
1305,2494,1243684,4178,diamond,1302,5824,403,6452,1086989,14.45,168.47,0.65,0.90,,
1306,2487,1821504,5800,diamond,2011,9298,593,9477,1746486,15.68,184.29,0.61,0.98,,
1307,2483,1504245,5329,diamond,1885,7102,469,7814,1353587,15.14,173.23,0.68,0.91,,
1308,2480,1187549,4169,diamond,1048,6399,456,6315,1194215,14.03,189.11,0.66,1.01,,
1309,2475,1157980,3598,diamond,1243,5894,371,6023,1094799,15.89,181.77,0.60,0.98,,
1310,2473,1436343,4714,diamond,1201,7273,486,7432,1369171,14.97,184.23,0.63,0.98,,
1311,2463,1282489,4563,diamond,1337,6590,435,6772,1274116,15.15,188.14,0.67,0.97,,
1312,2461,1376983,4995,diamond,1352,6944,418,6854,1276061,16.61,186.18,0.73,1.01,,
1313,2450,1462832,4049,diamond,1351,8157,505,7735,1574126,16.15,203.51,0.52,1.05,,
1314,2448,1399586,4453,diamond,1195,6977,463,7179,1320718,15.07,183.97,0.62,0.97,,
1315,2448,1229137,3924,diamond,1181,6072,397,6533,1146081,15.29,175.43,0.60,0.93,,
1316,2441,1425500,4341,diamond,1309,6758,426,7032,1271420,15.86,180.80,0.62,0.96,,
1317,2428,1745957,4480,diamond,1406,9035,520,8873,1698302,17.38,191.40,0.50,1.02,,
1318,2422,1186794,3862,diamond,1170,5805,419,6221,1107345,13.85,178.00,0.62,0.93,,
1319,2408,1618813,5780,diamond,1703,8695,486,7968,1607220,17.89,201.71,0.73,1.09,,
1320,2403,1111769,4174,diamond,1153,5975,398,5796,1138756,15.01,196.47,0.72,1.03,,
1321,2403,1367797,4809,platinum,1188,7184,434,7024,1400494,16.55,199.39,0.68,1.02,,
1322,2393,1250181,5021,diamond,1299,7434,440,6454,1390754,16.90,215.49,0.78,1.15,,
1323,2386,1253038,4484,diamond,1302,6412,404,6520,1186232,15.87,181.94,0.69,0.98,,
1324,2386,1285417,4428,diamond,1406,5922,381,6731,1132382,15.54,168.23,0.66,0.88,,
1325,2369,1820153,7036,diamond,1699,9078,582,9462,1679672,15.60,177.52,0.74,0.96,,
1326,2369,1219925,3656,diamond,1160,6437,420,6384,1187827,15.33,186.06,0.57,1.01,,
1327,2367,1284202,4099,diamond,1268,6796,409,6440,1262753,16.62,196.08,0.64,1.06,,
1328,2363,1116386,4130,diamond,1194,5948,383,5861,1144188,15.53,195.22,0.70,1.01,,
1329,2361,1197779,4799,diamond,1038,6215,427,6258,1129381,14.56,180.47,0.77,0.99,,
1330,2353,1501903,5952,diamond,1633,8098,487,7830,1541713,16.63,196.90,0.76,1.03,,
1331,2352,1471804,5314,diamond,1397,7028,422,7620,1337689,16.65,175.55,0.70,0.92,,
1332,2352,1650460,5673,diamond,1749,8594,537,8440,1628668,16.00,192.97,0.67,1.02,,
1333,2350,1359316,4874,diamond,1146,6970,476,7234,1321719,14.64,182.71,0.67,0.96,,
1334,2348,1280309,5123,platinum,1198,6928,422,6493,1301321,16.42,200.42,0.79,1.07,,
1335,2347,1206560,3709,diamond,1239,6026,387,6295,1138509,15.57,180.86,0.59,0.96,,
1336,2337,1402362,3827,diamond,1689,5763,447,7327,1131147,12.89,154.38,0.52,0.79,,
1337,2335,1587533,6703,diamond,1131,9110,581,8172,1744521,15.68,213.48,0.82,1.11,,
1338,2332,1391596,4599,platinum,1333,7236,456,7079,1382171,15.87,195.25,0.65,1.02,,
1339,2331,1551364,4928,diamond,1631,7901,498,8051,1484743,15.87,184.42,0.61,0.98,,
1340,2328,1105552,3728,diamond,1177,5644,350,5840,1086240,16.13,186.00,0.64,0.97,,
1341,2327,1215624,3957,diamond,1198,6246,346,6217,1208719,18.05,194.42,0.64,1.00,,
1342,2326,1217892,3778,diamond,1265,6138,397,6322,1215399,15.46,192.25,0.60,0.97,,
1343,2326,1209998,4956,diamond,1039,6870,407,6486,1256400,16.88,193.71,0.76,1.06,,
1344,2325,1217396,3893,diamond,1253,5772,395,6276,1089517,14.61,173.60,0.62,0.92,,
1345,2320,1124930,3936,diamond,1233,5609,372,6031,1104547,15.08,183.14,0.65,0.93,,
1346,2312,1283770,3970,diamond,1203,7285,428,6504,1314291,17.02,202.07,0.61,1.12,,
1347,2311,1171327,3716,diamond,1332,6603,394,6119,1247028,16.76,203.80,0.61,1.08,,
1348,2307,1366238,6329,diamond,1179,7866,445,7060,1436546,17.68,203.48,0.90,1.11,,
1349,2303,1193555,3540,diamond,1120,5955,409,6291,1184214,14.56,188.24,0.56,0.95,,
1350,2302,1160076,4565,diamond,1222,5947,352,5889,1093273,16.89,185.65,0.78,1.01,,
1351,2294,1199734,3544,diamond,1182,6338,423,6311,1194583,14.98,189.29,0.56,1.00,,
1352,2294,1216137,3774,diamond,1294,5652,361,6330,1092857,15.66,172.65,0.60,0.89,,
1353,2294,1356418,5467,ascendant,1275,8125,479,6863,1482871,16.96,216.07,0.80,1.18,,
1354,2292,1149281,4224,diamond,1028,6039,395,6107,1203430,15.29,197.06,0.69,0.99,,
1355,2286,1187054,3882,diamond,1327,6182,389,6089,1175056,15.89,192.98,0.64,1.02,,
1356,2282,1404360,4275,diamond,1406,6218,409,7372,1122921,15.20,152.32,0.58,0.84,,
1357,2279,1145461,3598,diamond,1104,5857,395,5869,1092472,14.83,186.14,0.61,1.00,,
1358,2275,1252141,5227,diamond,1372,6817,387,6476,1281436,17.61,197.87,0.81,1.05,,
1359,2272,1226116,4326,diamond,1390,6204,421,6593,1178698,14.74,178.78,0.66,0.94,,
1360,2265,1121692,3569,diamond,935,5877,397,5896,1156496,14.80,196.15,0.61,1.00,,
1361,2259,1183485,3906,diamond,1061,6368,388,6275,1204812,16.41,192.00,0.62,1.01,,
1362,2256,1208354,4819,diamond,1146,6337,397,6067,1219348,15.96,200.98,0.79,1.04,,
1363,2254,1518532,6258,diamond,1673,8635,493,7891,1607668,17.52,203.73,0.79,1.09,,
1364,2254,1429460,5151,ascendant,1469,7043,469,7650,1332657,15.02,174.20,0.67,0.92,,
1365,2254,1423642,4947,diamond,1307,6755,449,7155,1282579,15.04,179.26,0.69,0.94,,
1366,2253,1155149,3638,diamond,1267,5780,358,6231,1142754,16.15,183.40,0.58,0.93,,
1367,2253,1263222,4729,diamond,1277,6696,397,6515,1279013,16.87,196.32,0.73,1.03,,
1368,2252,1111836,4722,diamond,952,5854,377,5838,1116344,15.53,191.22,0.81,1.00,,
1369,2249,1243496,5135,diamond,1195,6684,416,6441,1255787,16.07,194.97,0.80,1.04,,
1370,2249,1111397,4218,diamond,1194,6056,380,5650,1131492,15.94,200.26,0.75,1.07,,
1371,2238,1187941,4061,diamond,1174,6162,411,6194,1202437,14.99,194.13,0.66,0.99,,
1372,2233,1461737,5865,diamond,1367,8555,469,7783,1603817,18.24,206.07,0.75,1.10,,
1373,2225,1422008,6108,ascendant,1673,7964,445,7354,1480996,17.90,201.39,0.83,1.08,,
1374,2224,1213877,4577,diamond,1296,6527,423,6445,1230846,15.43,190.98,0.71,1.01,,
1375,2216,1393899,5847,diamond,1318,7693,431,7246,1478472,17.85,204.04,0.81,1.06,,
1376,2212,1285595,4987,diamond,1290,6893,415,6727,1301372,16.61,193.46,0.74,1.02,,
1377,2211,1138895,3969,diamond,1106,6109,361,5695,1184496,16.92,207.99,0.70,1.07,,
1378,2207,1362827,5306,diamond,1304,7042,453,7369,1293699,15.55,175.56,0.72,0.96,,
1379,2196,1285440,3946,diamond,1317,6263,406,6383,1188333,15.43,186.17,0.62,0.98,,
1380,2192,1501650,5556,diamond,1703,7694,490,7858,1463806,15.70,186.28,0.71,0.98,,
1381,2184,1179724,4266,diamond,1104,6325,406,6052,1219529,15.58,201.51,0.70,1.05,,
1382,2184,1204177,3787,diamond,1165,6096,371,6239,1162090,16.43,186.26,0.61,0.98,,
1383,2179,1286920,4962,diamond,1372,6694,403,6736,1283859,16.61,190.60,0.74,0.99,,
1384,2179,1145753,3924,diamond,1202,5825,388,6024,1101671,15.01,182.88,0.65,0.97,,
1385,2172,1380412,4575,diamond,1323,7129,452,7022,1390611,15.77,198.04,0.65,1.02,,
1386,2164,1207113,3540,diamond,1130,5618,413,6371,1099569,13.60,172.59,0.56,0.88,,
1387,2157,1185761,4602,ascendant,1236,5932,377,6220,1107297,15.73,178.02,0.74,0.95,,
1388,2156,1240045,4269,diamond,1241,6408,406,6163,1175962,15.78,190.81,0.69,1.04,,
1389,2154,1120348,3687,diamond,1003,5830,361,5598,1084204,16.15,193.68,0.66,1.04,,
1390,2153,1423281,5390,diamond,1783,7152,451,7536,1348756,15.86,178.98,0.72,0.95,,
1391,2152,1210716,4951,diamond,1146,6518,422,6396,1194255,15.45,186.72,0.77,1.02,,
1392,2148,1129220,3720,diamond,1202,5872,348,5908,1146373,16.87,194.04,0.63,0.99,,
1393,2145,1177788,4143,diamond,1199,6088,391,6206,1165371,15.57,187.78,0.67,0.98,,
1394,2144,1389991,4605,diamond,1258,7394,421,6781,1392255,17.56,205.32,0.68,1.09,,
1395,2140,1266696,4848,diamond,1209,6424,426,6465,1200379,15.08,185.67,0.75,0.99,,
1396,2134,1177475,3627,diamond,1280,5680,357,5984,1114637,15.91,186.27,0.61,0.95,,
1397,2132,1162547,4154,diamond,1171,6391,395,6118,1230366,16.18,201.11,0.68,1.04,,
1398,2131,1237573,4331,diamond,1307,6612,388,6471,1293435,17.04,199.88,0.67,1.02,,
1399,2129,1117176,4132,ascendant,1139,5876,375,5701,1122498,15.67,196.89,0.72,1.03,,
1400,2129,1167960,3718,platinum,1136,6041,371,5961,1192106,16.28,199.98,0.62,1.01,,
1401,2117,1230427,4072,diamond,1277,5771,402,6415,1115175,14.36,173.84,0.63,0.90,,
1402,2117,1236005,3687,diamond,1237,6191,458,6687,1163705,13.52,174.02,0.55,0.93,,
1403,2110,1175445,4030,diamond,1137,6052,406,6154,1167874,14.91,189.77,0.65,0.98,,
1404,2106,1179284,4733,diamond,1160,6425,401,6142,1218701,16.02,198.42,0.77,1.05,,
1405,2099,1266764,3476,platinum,1220,6154,447,6804,1180402,13.77,173.49,0.51,0.90,,
1406,2096,1158474,3605,diamond,1077,5832,385,6101,1118528,15.15,183.34,0.59,0.96,,
1407,2096,1271947,4480,diamond,1325,6888,425,6669,1299463,16.21,194.85,0.67,1.03,,
1408,2094,1161364,3994,diamond,1131,5828,386,6123,1122419,15.10,183.31,0.65,0.95,,
1409,2093,1131243,4166,diamond,1048,5859,385,5955,1154881,15.22,193.93,0.70,0.98,,
1410,2088,1374464,5736,diamond,1384,7684,435,7069,1468822,17.66,207.78,0.81,1.09,,
1411,2085,1105004,3968,diamond,1062,5855,397,5772,1096319,14.75,189.94,0.69,1.01,,
1412,2083,1115885,3989,diamond,952,6250,387,5664,1174256,16.15,207.32,0.70,1.10,,
1413,2081,1218391,4354,diamond,1273,6208,403,6271,1158858,15.40,184.80,0.69,0.99,,
1414,2075,1155837,3545,diamond,1171,6184,377,6003,1192512,16.40,198.65,0.59,1.03,,
1415,2068,1240700,4330,diamond,1389,5849,391,6563,1158798,14.96,176.57,0.66,0.89,,
1416,2062,1366172,4900,diamond,1334,6942,436,6960,1296382,15.92,186.26,0.70,1.00,,
1417,2062,1282351,4688,diamond,1235,7135,453,6700,1354551,15.75,202.17,0.70,1.06,,
1418,2060,1561109,5690,diamond,1391,8000,484,8207,1515730,16.53,184.69,0.69,0.97,,
1419,2057,1178258,4557,diamond,1038,6214,396,6114,1155894,15.69,189.06,0.75,1.02,,
1420,2055,1167644,4403,diamond,1193,6298,386,6129,1210181,16.32,197.45,0.72,1.03,,
1421,2054,1143257,3987,diamond,1285,5642,349,5987,1089970,16.17,182.06,0.67,0.94,,
1422,2053,1209207,4390,diamond,1110,6226,394,6447,1204633,15.80,186.85,0.68,0.97,,
1423,2048,1146921,3535,diamond,1189,5837,374,6065,1113759,15.61,183.64,0.58,0.96,,
1424,2045,1211396,4615,diamond,1391,6455,396,6289,1250069,16.30,198.77,0.73,1.03,,
1425,2044,1124266,4511,diamond,1077,6019,395,6054,1144309,15.24,189.02,0.75,0.99,,
1426,2043,1503075,5636,diamond,1370,8564,462,7682,1577946,18.54,205.41,0.73,1.11,,
1427,2042,1231470,4906,diamond,1047,7102,413,6615,1319646,17.20,199.49,0.74,1.07,,
1428,2041,1208301,4439,ascendant,1291,6391,387,6356,1236472,16.51,194.54,0.70,1.01,,
1429,2039,1160757,4758,diamond,1172,6144,352,5980,1168096,17.45,195.33,0.80,1.03,,
1430,2034,1253659,4559,diamond,1129,6684,406,6471,1247554,16.46,192.79,0.70,1.03,,
1431,2030,1216646,4566,diamond,1204,6390,420,6291,1209442,15.21,192.25,0.73,1.02,,
1432,2030,1153626,4287,diamond,1209,6191,358,6003,1183245,17.29,197.11,0.71,1.03,,
1433,2025,1264794,4378,diamond,1126,6584,388,6418,1193768,16.97,186.00,0.68,1.03,,
1434,2023,1226839,4620,diamond,1083,6847,422,6446,1280914,16.23,198.71,0.72,1.06,,
1435,2014,1208935,4330,diamond,1283,6199,376,6401,1172580,16.49,183.19,0.68,0.97,,
1436,2012,1410801,4659,diamond,1340,6954,415,6876,1335723,16.76,194.26,0.68,1.01,,
1437,2002,1275698,3628,diamond,1322,5900,398,6576,1131192,14.82,172.02,0.55,0.90,,
1438,2001,1196766,4680,diamond,1158,6239,401,6326,1200299,15.56,189.74,0.74,0.99,,
1439,1998,1269341,4877,diamond,1239,6833,413,6546,1309227,16.54,200.00,0.75,1.04,,
1440,1997,1203351,4854,ascendant,1101,6453,394,6020,1238261,16.38,205.69,0.81,1.07,,
1441,1994,1180878,4902,diamond,1272,6280,384,6002,1204636,16.35,200.71,0.82,1.05,,
1442,1993,1239244,5123,diamond,1152,7199,395,6286,1387777,18.23,220.77,0.81,1.15,,
1443,1992,1435683,5038,diamond,1251,7461,459,7375,1410667,16.25,191.28,0.68,1.01,,
1444,1992,1256280,3698,diamond,1101,6296,412,6542,1161822,15.28,177.59,0.57,0.96,,
1445,1992,1147435,3501,platinum,973,5717,402,6100,1122042,14.22,183.94,0.57,0.94,,
1446,1991,1392131,4307,diamond,1169,7168,410,6806,1371413,17.48,201.50,0.63,1.05,,
1447,1989,1150679,4596,diamond,1111,6500,375,5864,1219605,17.33,207.98,0.78,1.11,,
1448,1987,1211665,4441,diamond,1203,6296,402,6429,1191640,15.66,185.35,0.69,0.98,,
1449,1987,1119356,3613,diamond,1035,5814,316,5788,1135368,18.40,196.16,0.62,1.00,,
1450,1986,1269711,4156,diamond,1163,6378,376,6354,1223965,16.96,192.63,0.65,1.00,,
1451,1982,1207169,4247,diamond,1092,7007,404,6221,1343847,17.34,216.02,0.68,1.13,,
1452,1982,1146083,4778,diamond,1099,6375,363,5936,1234261,17.56,207.93,0.80,1.07,,
1453,1981,1474363,5567,diamond,1363,8331,471,7682,1575472,17.69,205.09,0.72,1.08,,
1454,1981,1200121,4657,diamond,1320,6196,384,6324,1201593,16.14,190.01,0.74,0.98,,
1455,1978,1269950,4840,diamond,1234,6626,418,6409,1219501,15.85,190.28,0.76,1.03,,
1456,1977,1119420,4057,diamond,1261,5914,350,5753,1142484,16.90,198.59,0.71,1.03,,
1457,1977,1158624,3942,diamond,1226,6398,384,5949,1196008,16.66,201.04,0.66,1.08,,
1458,1972,1167795,3970,diamond,1029,6079,391,5910,1164699,15.55,197.07,0.67,1.03,,
1459,1970,1236247,4308,diamond,1167,6075,403,6422,1170407,15.07,182.25,0.67,0.95,,
1460,1968,1199193,4227,diamond,1233,6487,375,6115,1235589,17.30,202.06,0.69,1.06,,
1461,1964,1268229,4442,diamond,1205,6336,431,6516,1228810,14.70,188.58,0.68,0.97,,
1462,1960,1133319,3842,diamond,1203,6053,384,5929,1162957,15.76,196.15,0.65,1.02,,
1463,1959,1382972,4967,diamond,1402,7558,440,7083,1453813,17.18,205.25,0.70,1.07,,
1464,1955,1476222,5723,diamond,1248,8261,496,7705,1522893,16.66,197.65,0.74,1.07,,
1465,1948,1133552,3717,diamond,1150,5887,388,6057,1126626,15.17,186.00,0.61,0.97,,
1466,1948,1244268,4251,diamond,1314,6147,382,6485,1171910,16.09,180.71,0.66,0.95,,
1467,1943,1104949,4518,ascendant,1020,6586,387,5570,1211968,17.02,217.59,0.81,1.18,,
1468,1942,1159108,4008,diamond,1191,5626,387,6047,1087387,14.54,179.82,0.66,0.93,,
1469,1941,1132917,3952,diamond,1072,6152,364,5669,1183682,16.90,208.80,0.70,1.09,,
1470,1941,1155517,4309,diamond,1133,5849,376,6069,1103617,15.56,181.84,0.71,0.96,,
1471,1935,1264264,4080,diamond,1383,6269,407,6543,1179040,15.40,180.20,0.62,0.96,,
1472,1934,1125280,3973,ascendant,1259,5890,371,6002,1116852,15.88,186.08,0.66,0.98,,
1473,1926,1201252,4489,diamond,1161,5812,381,6136,1125672,15.25,183.45,0.73,0.95,,
1474,1924,1181575,3782,diamond,1174,6453,356,6212,1163782,18.13,187.34,0.61,1.04,,
1475,1924,1176153,4207,diamond,1166,5808,407,6370,1110845,14.27,174.39,0.66,0.91,,
1476,1923,1397281,4990,diamond,1178,7664,497,7300,1431400,15.42,196.08,0.68,1.05,,
1477,1921,1109821,4027,diamond,1002,5761,381,5764,1095820,15.12,190.11,0.70,1.00,,
1478,1920,1145080,3915,diamond,1202,5793,381,5924,1105533,15.20,186.62,0.66,0.98,,
1479,1918,1155525,3570,diamond,1215,5522,372,5985,1086355,14.84,181.51,0.60,0.92,,
1480,1915,1244259,3878,diamond,1112,6360,404,6520,1168935,15.74,179.28,0.59,0.98,,
1481,1912,1205365,4789,diamond,1311,6283,363,6142,1156037,17.31,188.22,0.78,1.02,,
1482,1911,1428734,7480,diamond,1297,8722,449,7154,1619717,19.43,226.41,1.05,1.22,,
1483,1910,1103919,3807,platinum,1148,5717,366,5710,1108616,15.62,194.15,0.67,1.00,,
1484,1910,1182276,3923,diamond,1140,5596,365,6036,1093097,15.33,181.10,0.65,0.93,,
1485,1907,1246069,5499,diamond,1242,6853,400,6544,1277365,17.13,195.20,0.84,1.05,,
1486,1906,1239356,4545,diamond,1145,6597,388,6406,1197392,17.00,186.92,0.71,1.03,,
1487,1904,1143567,3827,diamond,1100,6416,375,5947,1194758,17.11,200.90,0.64,1.08,,
1488,1902,1724796,7805,diamond,1738,9390,521,8818,1722210,18.02,195.31,0.89,1.06,,
1489,1893,1207392,5408,diamond,1257,7012,402,6483,1306067,17.44,201.46,0.83,1.08,,
1490,1893,1384359,4635,platinum,1165,7336,430,6711,1404074,17.06,209.22,0.69,1.09,,
1491,1891,1138434,3655,diamond,976,6267,374,5867,1195333,16.76,203.74,0.62,1.07,,
1492,1889,1266979,4343,diamond,1153,7289,445,6720,1323269,16.38,196.92,0.65,1.08,,
1493,1885,1233445,4863,diamond,1100,7232,392,6228,1343352,18.45,215.70,0.78,1.16,,
1494,1885,1256004,3763,diamond,1384,6548,405,6453,1190330,16.17,184.46,0.58,1.01,,
1495,1884,1119291,3751,diamond,1230,6250,380,5887,1216521,16.45,206.65,0.64,1.06,,
1496,1883,1149146,4278,ascendant,1206,5864,370,5974,1118480,15.85,187.22,0.72,0.98,,
1497,1881,1147851,4611,diamond,1191,6431,393,6125,1238949,16.36,202.28,0.75,1.05,,
1498,1878,1101776,3836,diamond,1087,5816,359,5753,1116762,16.20,194.12,0.67,1.01,,
1499,1874,1264310,4471,diamond,1298,6055,411,6427,1125398,14.73,175.10,0.70,0.94,,
1500,1871,1214373,4109,diamond,1255,5953,393,6188,1108816,15.15,179.19,0.66,0.96,,
1501,1866,1111574,3752,diamond,1022,5693,354,5630,1098204,16.08,195.06,0.67,1.01,,
1502,1862,1112576,4558,diamond,1033,6040,355,5506,1114853,17.01,202.48,0.83,1.10,,
1503,1858,1213761,4859,ascendant,1415,6198,389,6191,1162924,15.93,187.84,0.78,1.00,,
1504,1854,1190090,4327,diamond,1118,6517,374,6220,1235863,17.43,198.69,0.70,1.05,,
1505,1854,1382139,5478,diamond,1338,7480,443,7097,1412453,16.88,199.02,0.77,1.05,,
1506,1848,1118845,4230,diamond,1172,5735,347,5841,1111119,16.53,190.23,0.72,0.98,,
1507,1848,1261691,4702,diamond,1279,6107,379,6502,1185998,16.11,182.41,0.72,0.94,,
1508,1847,1133687,3847,diamond,1147,6392,369,6009,1177091,17.32,195.89,0.64,1.06,,
1509,1846,1454223,5477,diamond,1281,7969,461,7479,1508351,17.29,201.68,0.73,1.07,,
1510,1845,1284746,4572,diamond,1389,6312,411,6771,1230749,15.36,181.77,0.68,0.93,,
1511,1838,1145083,5300,diamond,1153,7032,391,5894,1331592,17.98,225.92,0.90,1.19,,
1512,1838,1134669,4509,diamond,1104,6687,363,5654,1251075,18.42,221.27,0.80,1.18,,
1513,1835,1153637,4491,ascendant,1148,6242,353,5645,1165412,17.68,206.45,0.80,1.11,,
1514,1828,1116157,4445,diamond,1108,6338,365,5957,1207371,17.36,202.68,0.75,1.06,,
1515,1828,1137659,4967,diamond,1091,6243,356,5953,1158943,17.54,194.68,0.83,1.05,,
1516,1826,1249332,3846,diamond,1299,6574,380,6366,1227591,17.30,192.84,0.60,1.03,,
1517,1821,1397882,5293,diamond,1246,7685,445,7364,1452582,17.27,197.25,0.72,1.04,,
1518,1816,1169619,5068,diamond,1221,6621,370,6028,1273315,17.89,211.23,0.84,1.10,,
1519,1810,1132457,3938,diamond,1141,5847,379,5950,1104521,15.43,185.63,0.66,0.98,,
1520,1809,1282280,4923,diamond,1332,6809,431,6616,1309866,15.80,197.98,0.74,1.03,,
1521,1807,1182954,4453,diamond,1306,6045,369,6134,1127510,16.38,183.81,0.73,0.99,,
1522,1805,1359830,5580,diamond,1219,6906,397,6802,1291921,17.40,189.93,0.82,1.02,,
1523,1804,1357097,5410,diamond,1250,7079,430,7034,1374832,16.46,195.46,0.77,1.01,,
1524,1803,1228981,4186,diamond,1207,6737,384,6131,1229950,17.54,200.61,0.68,1.10,,
1525,1794,1147180,4357,platinum,1142,5943,371,5701,1113825,16.02,195.37,0.76,1.04,,
1526,1791,1160269,4023,diamond,1255,6284,377,5979,1162096,16.67,194.36,0.67,1.05,,
1527,1790,1174120,3995,diamond,1263,6286,405,6246,1159655,15.52,185.66,0.64,1.01,,
1528,1788,1209885,4612,diamond,1198,6085,404,6478,1138637,15.06,175.77,0.71,0.94,,
1529,1785,1113492,3866,diamond,1048,6016,342,5641,1102262,17.59,195.40,0.69,1.07,,
1530,1784,1487589,5354,diamond,1695,6873,470,7997,1319121,14.62,164.95,0.67,0.86,,
1531,1782,1189389,4261,diamond,1175,5997,371,6207,1120989,16.16,180.60,0.69,0.97,,
1532,1780,1175280,5002,diamond,1303,6480,386,6189,1213454,16.79,196.07,0.81,1.05,,
1533,1772,1140732,4071,diamond,1233,5939,365,5990,1113864,16.27,185.95,0.68,0.99,,
1534,1770,1198171,4344,diamond,1294,5969,369,6056,1138856,16.18,188.05,0.72,0.99,,
1535,1769,1174350,4227,ascendant,1159,5805,353,5772,1074948,16.44,186.23,0.73,1.01,,
1536,1761,1218803,5190,diamond,1274,6549,368,6416,1244225,17.80,193.93,0.81,1.02,,
1537,1756,1174755,5018,diamond,1201,6373,387,6070,1208629,16.47,199.12,0.83,1.05,,
1538,1755,1172845,3667,diamond,1101,6026,372,5831,1148206,16.20,196.91,0.63,1.03,,
1539,1748,1264258,4774,diamond,1182,6678,395,6550,1280386,16.91,195.48,0.73,1.02,,
1540,1746,1224739,5245,diamond,1158,7049,398,6490,1325690,17.71,204.27,0.81,1.09,,
1541,1741,1156015,4583,diamond,1237,6353,379,5966,1174725,16.76,196.90,0.77,1.06,,
1542,1735,1104476,4469,diamond,874,6748,362,5571,1270495,18.64,228.06,0.80,1.21,,
1543,1735,1204384,6233,diamond,1181,8048,379,6217,1501446,21.23,241.51,1.00,1.29,,
1544,1734,1117513,3541,diamond,1211,5609,368,5902,1090103,15.24,184.70,0.60,0.95,,
1545,1721,1212194,5061,diamond,1102,6676,379,5990,1223079,17.61,204.19,0.84,1.11,,
1546,1721,1129506,3786,diamond,1049,6334,383,6004,1187393,16.54,197.77,0.63,1.05,,
1547,1717,1187318,4238,diamond,1081,6601,397,5957,1236978,16.63,207.65,0.71,1.11,,
1548,1716,1171059,4120,diamond,1178,5988,380,6099,1132106,15.76,185.62,0.68,0.98,,
1549,1716,1137209,4075,diamond,1120,6224,380,5907,1143374,16.38,193.56,0.69,1.05,,
1550,1707,1129039,3911,diamond,1217,6691,371,5941,1204690,18.04,202.78,0.66,1.13,,
1551,1706,1174951,4245,diamond,1091,6074,375,6031,1140106,16.20,189.04,0.70,1.01,,
1552,1704,1273938,4037,diamond,1141,6667,426,6669,1251143,15.65,187.61,0.61,1.00,,
1553,1701,1215795,4408,diamond,1144,6030,397,6443,1146592,15.19,177.96,0.68,0.94,,
1554,1701,1116370,3543,diamond,940,6103,375,5713,1116937,16.27,195.51,0.62,1.07,,
1555,1700,1430717,5540,diamond,1150,7075,447,7476,1328975,15.83,177.77,0.74,0.95,,
1556,1700,1247036,4776,ascendant,1403,6427,401,6363,1217952,16.03,191.41,0.75,1.01,,
1557,1698,1220250,4704,diamond,1293,6207,387,6389,1184878,16.04,185.46,0.74,0.97,,
1558,1697,1188844,5391,diamond,1317,6894,401,6153,1302797,17.19,211.73,0.88,1.12,,
1559,1696,1160232,4127,ascendant,1169,5694,362,5940,1063488,15.73,179.04,0.69,0.96,,
1560,1696,1136369,4573,diamond,1070,6231,383,5866,1146244,16.27,195.40,0.78,1.06,,
1561,1686,1168877,5085,diamond,1381,6036,355,6100,1115456,17.00,182.86,0.83,0.99,,
1562,1682,1191394,4794,ascendant,1265,6359,377,6052,1191539,16.87,196.88,0.79,1.05,,
1563,1681,1239374,4202,diamond,1398,6870,399,6346,1171667,17.22,184.63,0.66,1.08,,
1564,1676,1271768,4651,diamond,1282,6348,372,6535,1184651,17.06,181.28,0.71,0.97,,
1565,1676,1176401,4773,diamond,1147,6117,387,6203,1152801,15.81,185.85,0.77,0.99,,
1566,1668,1187654,4499,platinum,1120,6230,375,5782,1177800,16.61,203.70,0.78,1.08,,
1567,1659,1232469,4296,diamond,1145,6573,406,6463,1238744,16.19,191.67,0.66,1.02,,
1568,1651,1122655,4836,diamond,1115,6706,378,5820,1258080,17.74,216.16,0.83,1.15,,
1569,1644,1102202,3851,diamond,1053,5773,350,5741,1114143,16.49,194.07,0.67,1.01,,
1570,1641,1246762,3600,diamond,1107,6644,388,6478,1209046,17.12,186.64,0.56,1.03,,
1571,1638,1277630,5584,diamond,1197,7569,400,6711,1404752,18.92,209.32,0.83,1.13,,
1572,1631,1253880,4818,diamond,1279,7276,406,6589,1351428,17.92,205.10,0.73,1.10,,
1573,1628,1128557,4530,diamond,1163,6092,376,5885,1164408,16.20,197.86,0.77,1.04,,
